gene_name	significant	logpval	difference	tstat
1110034G24Rik	NA	1.10082	1.27937	1.87581
Slc45a4	+	3.01937	1.27904	4.49718
Gm42715	+	3.3189	1.27866	4.93844
Tbc1d2b	+	2.23111	1.27861	3.37957
Asap1	+	3.63898	1.27804	5.41688
Dbndd2	NA	0.800339	1.27802	1.46703
Gpr160	NA	0.825378	1.2775	1.50189
9030025P20Rik	+	1.35487	1.27736	2.21069
Taf1c	+	1.43643	1.27596	2.31731
Impact	+	2.40867	1.27561	3.62252
Mccc1	+	1.37864	1.27429	2.24095
Olr1	NA	1.07723	1.27408	1.84327
Lipt2	+	1.13979	1.27358	1.92629
Foxr1	+	1.51692	1.27324	2.422
Sox6	+	4.32233	1.27179	6.43436
Arhgef40	+	2.37361	1.26974	3.56923
D630045J12Rik	NA	0.801811	1.26972	1.46799
Wfikkn1	+	1.51092	1.26962	2.41282
B230217O12Rik	+	1.50168	1.26958	2.40069
Zfp948	NA	0.91855	1.26955	1.62886
Il3ra	+	1.5098	1.26944	2.41128
Il11	+	1.27096	1.26936	2.0982
Plekha5	+	2.6277	1.26823	3.92281
Inpp5j	+	1.44888	1.26801	2.33098
Gimap4	+	1.9461	1.26724	2.9867
Pdzd2	+	1.29842	1.26176	2.13209
Trim56	+	3.90366	1.26165	5.78263
Adgrd1	+	1.48458	1.26143	2.37541
Rltpr	NA	1.05147	1.26091	1.80621
Bcl2l11	+	3.2068	1.25956	4.74534
Gm45767	NA	0.970969	1.25931	1.69808
Pcdhb19	NA	1.01447	1.25924	1.75646
Lrrc36	+	1.57904	1.25911	2.49806
Ak1	+	1.76282	1.25817	2.73889
Zfp420	+	1.17189	1.25762	1.96492
Wash1	+	3.65408	1.25737	5.40182
Rab32	+	1.98242	1.2571	3.02944
Tmem104	+	2.16323	1.25691	3.27219
Cbfa2t3	+	3.42975	1.25681	5.06861
2610037D02Rik	NA	1.07734	1.25416	1.83919
Fig4	NA	1.04486	1.25368	1.79593
Prr13	+	4.23443	1.25299	6.25578
Fam25c	+	1.70078	1.25283	2.65488
Mtmr10	+	1.77659	1.25283	2.75447
Rit1	+	2.16377	1.25188	3.2695
Tm6sf2	+	1.76603	1.25145	2.73991
Gm28187	+	2.31065	1.25117	3.46829
Them4	+	1.86268	1.25031	2.86671
Fstl3	+	1.1788	1.24872	1.97181
Snx32	+	2.36081	1.24823	3.5345
Eml6	+	1.6899	1.24817	2.63854
Chrnb2	+	1.34476	1.24763	2.18844
Tmem217	NA	0.883838	1.24745	1.57796
Ccpg1os	NA	0.62713	1.24743	1.21526
Zfp758	NA	0.985172	1.24695	1.71487
Elf3	NA	1.09676	1.2461	1.86314
Ilvbl	+	2.63573	1.24601	3.9125
Ccl25	+	4.26281	1.24451	6.27632
Etaa1os	+	2.02827	1.24408	3.08279
P2rx4	+	1.46642	1.24342	2.34533
Thsd4	+	2.20238	1.24251	3.31504
Nynrin	+	1.59137	1.24205	2.50732
Cdkl4	+	1.69711	1.24003	2.64429
Zfp738	NA	0.807348	1.23938	1.47153
Usp20	+	2.58051	1.23927	3.82916
5830418P13Rik	+	1.25714	1.23738	2.07128
Zfp551	NA	0.893624	1.23738	1.58965
Tmco6	NA	1.06976	1.23658	1.82535
Scai	+	2.44122	1.23649	3.63478
Irf9	+	2.97344	1.23635	4.37781
Dtx3l	+	2.76061	1.23598	4.07682
Tbc1d10c	+	3.65331	1.23435	5.35776
Znf512b	+	2.78818	1.23306	4.11227
Wfs1	NA	0.778514	1.23235	1.43044
4632428N05Rik	+	1.16986	1.23187	1.95586
Ypel5	+	1.9493	1.23182	2.97081
Clec2d	+	1.92773	1.22956	2.94109
Mau2	+	3.68668	1.22919	5.39667
Pigl	+	2.25908	1.22752	3.38037
Bscl2	+	2.09947	1.22744	3.16691
Spsb2	+	2.03217	1.2268	3.07723
Myom1	NA	0.938407	1.22632	1.64828
Rbp1	NA	1.06924	1.22332	1.82174
Cd180	+	1.26514	1.22179	2.07724
Hook2	+	1.68757	1.22166	2.62347
Hdac8	+	1.43113	1.21961	2.29119
Stkld1	NA	0.893358	1.21955	1.58631
Ahnak2	+	1.63897	1.21923	2.55943
2200002D01Rik	+	1.1546	1.21884	1.93264
Adgrg1	+	2.34433	1.21864	3.48815
Soga1	+	2.16846	1.21817	3.25228
Rere	+	2.90297	1.21817	4.25584
Gpx3	NA	1.08282	1.21815	1.83845
Arl10	+	3.53971	1.21735	5.16148
Ficd	+	1.14872	1.2158	1.9242
Gm10734	+	2.07413	1.21578	3.1256
Armc3	+	1.44782	1.21563	2.31129
Cyp4f13	+	2.76365	1.21538	4.05837
Pik3ip1	+	1.57278	1.2147	2.472
Hist1h4j	+	1.50368	1.21434	2.38279
Fam161b	NA	0.810883	1.21431	1.47281
Stim2	+	2.59835	1.21281	3.82793
Pts	+	2.81917	1.21272	4.13241
Mvp	+	2.42422	1.21252	3.59078
Rnf135	+	2.74442	1.21211	4.02812
Rhbdf1	NA	1.07492	1.21135	1.82654
Trpv4	NA	1.07492	1.21135	1.82654
Prg3	NA	1.07492	1.21135	1.82654
Havcr2	NA	0.651943	1.21122	1.24793
Gab1	+	1.48483	1.21068	2.35713
Rsad1	+	2.07426	1.21065	3.12238
Zer1	+	2.11823	1.21031	3.18016
Csf2rb2	+	1.79475	1.20998	2.75673
Mc1r	+	1.61707	1.20955	2.52691
Ccdc114	NA	0.738365	1.20862	1.37105
Lamb2	+	1.85083	1.20839	2.82868
Grn	+	1.59003	1.20804	2.49143
Sord	+	2.51703	1.20725	3.71169
Slc18a2	+	2.69087	1.20565	3.94735
Aspscr1	+	1.60488	1.20556	2.50948
Kat2b	+	3.42144	1.20555	4.97132
Sp110	+	3.21659	1.20541	4.68021
Zfp651	NA	0.794418	1.20396	1.44856
Tsacc	+	1.67952	1.20362	2.60468
Irak2	NA	1.05886	1.20239	1.80342
Dennd1c	+	1.39891	1.2015	2.24336
Coro6	NA	0.890514	1.20069	1.57924
Phf11b	NA	0.79053	1.19923	1.44251
Pear1	+	1.6205	1.19813	2.52629
Bet1l	+	2.42923	1.19782	3.5845
Nfam1	+	2.11359	1.19742	3.16509
Iffo2	NA	1.0937	1.19728	1.84785
Mkrn3	+	1.45327	1.19688	2.31141
Gse1	+	1.19697	1.19685	1.98192
Vwa8	+	3.34479	1.19643	4.84731
Zfp58	+	2.06987	1.19617	3.10691
Tuft1	+	2.77671	1.19589	4.05434
Akap13	+	5.79521	1.19549	8.17955
Slc17a9	NA	0.845273	1.19464	1.5169
Clu	+	2.35661	1.1944	3.48436
Gm4117	+	1.63763	1.19428	2.54654
Narf	+	2.97759	1.19356	4.3287
Gm47414	NA	0.906672	1.19345	1.59971
Dock8	+	3.31842	1.19261	4.80387
Adamts10	+	2.39174	1.19218	3.52932
2410002F23Rik	+	1.73647	1.19135	2.67199
Runx2	+	1.58007	1.19109	2.4714
Tbxas1	+	2.60344	1.18965	3.81144
Vdr	+	1.65549	1.18884	2.56691
Ovca2	+	2.05423	1.18679	3.08016
Gm47113	NA	0.71156	1.18668	1.33046
Slc9a8	+	1.75961	1.18566	2.69878
Fbxl2	+	1.51087	1.18557	2.38068
Itpkc	+	1.82033	1.18547	2.77669
B3galnt2	NA	0.763703	1.18509	1.40331
Gm32742	+	2.85645	1.18459	4.15028
Acot2	+	2.82661	1.18267	4.10711
Apoe	+	3.12476	1.18261	4.51774
Lrrc56	NA	0.800676	1.18231	1.45399
Zglp1	NA	0.969724	1.18183	1.68155
Cul7	+	2.77145	1.18107	4.03
Mylip	+	1.88161	1.18071	2.85284
Zfp954	+	1.7922	1.18005	2.73762
Pcgf2	+	2.55381	1.1785	3.73329
Ppp1r32	+	1.39859	1.17795	2.23461
Vamp2	+	2.44953	1.17775	3.59331
Slc22a23	+	1.84968	1.17683	2.80956
Exd2	NA	0.569464	1.17673	1.12301
Ntn1	NA	1.0339	1.17659	1.76488
Trim12c	+	2.71463	1.17621	3.94736
Bspry	NA	0.962386	1.1754	1.67054
Gm45894	NA	1.09492	1.17512	1.84408
Parp14	+	2.48127	1.17489	3.63285
Nova2	+	2.15691	1.17483	3.2055
Xylt1	+	1.94757	1.1745	2.93403
Mylpf	+	2.0334	1.17306	3.04387
Rnf224	NA	0.544256	1.17179	1.0846
Foxo4	+	1.92667	1.17115	2.90505
Ctns	+	1.32513	1.16948	2.13809
Lgr6	+	1.45477	1.16891	2.30269
Wdyhv1	NA	0.627221	1.16785	1.20738
Rasip1	+	2.05483	1.1672	3.06757
Gm10605	+	1.49416	1.16657	2.35172
Sirt7	+	4.22923	1.16616	6.02439
Fras1	NA	0.591025	1.16605	1.15409
Tmem154	+	2.94033	1.16581	4.24089
1600002K03Rik	+	1.24495	1.16532	2.03449
Tmem79	NA	0.83654	1.16482	1.50016
Gm26637	NA	0.824145	1.16354	1.48312
Ncmap	+	1.477	1.16291	2.3285
Suv420h1	+	4.50387	1.16194	6.38757
Gm28730	+	2.40292	1.15745	3.51292
Gm12927	+	1.27014	1.15624	2.06377
Irak3	+	3.87317	1.15618	5.50849
Mfge8	+	1.87868	1.15541	2.83409
Cyth1	+	1.82219	1.15447	2.76169
Tmem87b	+	2.18209	1.15428	3.22254
Aff1	+	3.83939	1.15391	5.45682
Gm29666	NA	0.787769	1.15319	1.43183
Pla2g6	+	2.55109	1.15301	3.70373
Zfp182	+	1.51325	1.15235	2.36997
Vmac	+	1.28096	1.15124	2.07591
Gm2721	NA	0.867948	1.14895	1.53976
Rsph10b	NA	0.717995	1.14879	1.33458
Samd9l	+	2.5086	1.1486	3.64324
Scin	+	2.69499	1.14857	3.88962
2510017J16Rik	+	3.51613	1.14803	5.00033
Slc38a6	+	2.14769	1.14656	3.17221
Vps33a	+	2.00824	1.14652	2.99357
Zmynd10	NA	0.614622	1.14556	1.18664
Zfp950	+	2.37823	1.14444	3.46868
Add3	+	4.56658	1.14366	6.4151
Zfp873	+	2.18312	1.143	3.21501
Cand2	+	2.25683	1.14262	3.30968
Rbm38	NA	0.659393	1.14238	1.25089
Fgf11	+	1.90548	1.14225	2.86007
Cdan1	+	1.53492	1.14111	2.39241
Arhgap22	NA	0.740009	1.14066	1.36413
Gm28151	+	1.44212	1.14036	2.27549
Slc48a1	+	3.33024	1.1382	4.72914
Csf2rb	+	4.08075	1.1373	5.74647
Tapbp	+	2.37542	1.13676	3.45794
AC155712.1	+	3.6444	1.13644	5.15251
Tekt2	+	3.6444	1.13644	5.15251
Dmtn	+	3.6444	1.13644	5.15251
Clk1	+	3.95375	1.136	5.57146
Zfp773	NA	1.10658	1.13591	1.8491
Rnf6	+	1.83455	1.13521	2.76611
Med13l	+	4.47554	1.13471	6.26702
9030612E09Rik	NA	0.578327	1.13413	1.13215
Lmbrd1	+	2.65168	1.13317	3.81483
Plin2	+	1.95463	1.13312	2.91643
Gm20696	+	2.74475	1.13278	3.93695
Pet2	+	3.2176	1.13148	4.56576
Zfp874a	+	1.60627	1.13103	2.47726
Unc13b	NA	0.669789	1.1289	1.26405
Fam107b	+	3.08325	1.12854	4.38102
Fam135b	+	3.18724	1.12804	4.51944
Slc34a3	NA	1.11576	1.12744	1.85858
Gm14412	NA	1.11576	1.12744	1.85858
Ctsd	+	2.15492	1.12727	3.16648
Rgs9bp	NA	1.14462	1.12712	1.89531
Prickle1	NA	0.949632	1.12513	1.64331
Tfeb	+	1.41524	1.12496	2.23567
Vps37b	+	3.3279	1.12423	4.70171
Atp8b5	+	1.4186	1.12357	2.23931
Smim3	+	2.51418	1.12312	3.62445
Oasl2	NA	0.690911	1.12293	1.29312
Gsta4	NA	1.00929	1.12269	1.72046
Fbxo17	NA	1.14737	1.12146	1.89721
Meiob	NA	1.14737	1.12146	1.89721
Srcap	NA	0.509355	1.12145	1.02713
Itpkb	+	4.36679	1.12043	6.0811
S100a1	+	1.59218	1.12036	2.45454
Nrcam	NA	0.624274	1.12027	1.19785
Parp11	+	2.4552	1.12008	3.54506
Pgpep1	+	1.27127	1.11981	2.05328
Map1lc3b	+	3.01343	1.11918	4.27425
Aamdc	+	1.80946	1.11642	2.72345
Ccng1	+	1.75732	1.11591	2.65808
S1pr4	+	2.68421	1.11556	3.83699
Nsun4	+	1.58548	1.11544	2.44383
Ccpg1	+	5.24072	1.11403	7.15768
Gm45250	NA	1.00423	1.11261	1.71153
Zfp839	+	1.3845	1.11222	2.19227
Trim47	+	1.79429	1.11095	2.70128
Chpf2	+	1.38796	1.11038	2.19587
Acad10	+	3.03547	1.11035	4.29035
Iffo1	+	2.51522	1.11009	3.6121
Bzrap1	+	1.6317	1.10994	2.49857
Rnd1	NA	0.772823	1.10913	1.40447
Letm2	+	1.52978	1.10888	2.37154
Pip5k1c	+	2.32393	1.10843	3.36564
Cir1	+	2.13402	1.10838	3.12504
Misp	NA	1.10021	1.10833	1.83354
F420014N23Rik	NA	1.10021	1.10833	1.83354
Fcgr3	+	1.6274	1.10615	2.49131
Pcyt1a	+	3.55717	1.10559	4.97251
5033406O09Rik	NA	0.759596	1.10545	1.38583
Nlrc5	+	1.40007	1.1054	2.20897
Runx2os1	+	1.4053	1.10416	2.21497
D930030I03Rik	NA	0.571188	1.10408	1.11855
Pcdhb17	+	2.23591	1.1039	3.24994
Enho	+	1.36972	1.10311	2.17033
Ubp1	+	4.326	1.10274	5.97599
Dqx1	+	1.4983900000000001	1.10184	2.32944
Atf7	+	2.6578	1.10177	3.78646
Slc25a45	+	3.32789	1.10141	4.66131
Gm42670	NA	0.69671400000000006	1.1012	1.29831
Clip2	+	1.8079	1.10062	2.71202
Gp6	NA	0.613652	1.10009	1.18018
Bcor	+	1.36843	1.09996	2.16751
Ppfia4	NA	0.875332	1.09844	1.5401
Qsox1	+	2.63036	1.09827	3.74705
Khdc3	NA	1.15787	1.09739	1.90344
2310031A07Rik	NA	0.851903	1.09716	1.5088
Akap8	+	2.60474	1.0971	3.71279
Pdzrn4	NA	0.89864	1.09697	1.57053
Mblac2	+	1.70924	1.09669	2.58757
Kif5a	+	2.06792	1.09653	3.03283
Osbpl3	+	4.16493	1.09622	5.74898
A330035P11Rik	NA	1.12769	1.09583	1.86488
Gm37584	+	1.31006	1.09522	2.09316
1700020I14Rik	+	2.98663	1.095	4.20362
4930402H24Rik	+	1.88913	1.09499	2.80921
Zrsr1	+	2.11717	1.09446	3.09278
Rab44	+	2.16836	1.09379	3.15632
Zfpm1	+	2.56677	1.09362	3.66025
Stat5a	+	1.98587	1.09345	2.92827
Rnf225	NA	0.928605	1.09322	1.60897
Ezh1	+	2.72718	1.09276	3.86487
Ceacam1	+	1.43753	1.09149	2.24966
Gm16794	NA	0.919178	1.08922	1.5958
Mrm1	+	3.14541	1.08915	4.40121
Gns	+	2.26471	1.08803	3.27217
Gfod1	+	2.71047	1.08707	3.83632
Mafk	+	3.27505	1.08643	4.56541
Sfxn4	NA	1.05525	1.08588	1.77026
Gm11491	NA	1.14271	1.08518	1.88067
Fam178b	+	1.3232	1.08477	2.1056
Atp5sl	+	2.02828	1.08338	2.97352
Hsdl1	+	3.64646	1.08256	5.0415
Dok1	+	1.74827	1.08252	2.62757
Dchs1	+	1.37176	1.08219	2.16463
Rnaseh1	NA	0.856581	1.08215	1.51212
Nr4a2	+	2.43738	1.0821	3.48363
Secisbp2	+	2.31983	1.08164	3.33537
Arid4a	+	3.28596	1.08159	4.571
Pik3r6	+	3.37344	1.0815	4.68443
Mttp	+	1.43739	1.08134	2.24515
Ankrd24	+	3.30098	1.07941	4.58658
Ttc9	NA	1.0519	1.07898	1.76416
Nxpe2	NA	1.11581	1.07793	1.84467
AC154760.1	NA	1.11581	1.07793	1.84467
Gnmt	NA	1.11581	1.07793	1.84467
Tas1r3	NA	1.11581	1.07793	1.84467
Ubxn2b	+	1.43977	1.07707	2.24623
Sult1a1	+	1.42763	1.0762	2.23093
A930007I19Rik	+	1.42763	1.0762	2.23093
Zfyve27	+	2.98338	1.07547	4.17035
Osbpl7	+	2.80538	1.07516	3.9422
Mmel1	NA	0.934638	1.07369	1.61249
Kcnn1	NA	0.934638	1.07369	1.61249
Gm13572	NA	1.14219	1.07297	1.87632
Shd	NA	1.14219	1.07297	1.87632
Dnajc28	NA	1.14219	1.07297	1.87632
Gm16302	NA	1.14219	1.07297	1.87632
Gm37986	NA	1.14219	1.07297	1.87632
Gp1ba	NA	1.14219	1.07297	1.87632
4732490B19Rik	NA	1.14219	1.07297	1.87632
Ino80c	+	2.49399	1.07285	3.54505
Gm35339	+	1.21629	1.07218	1.96852
Amfr	+	3.26786	1.07112	4.5289
Stk36	NA	0.580011	1.07106	1.128
1700028J19Rik	NA	0.959314	1.07091	1.64373
Fuom	NA	0.90977	1.07062	1.57952
Ap1s2	+	1.3651	1.07028	2.15164
H2-T23	NA	0.568891	1.06957	1.11154
Klc4	+	1.7544	1.06947	2.62729
C1rl	NA	0.714779	1.0694	1.31874
Ttbk1	+	2.06953	1.06939	3.01367
Zfp661	+	3.59824	1.06765	4.94703
Spsb3	+	1.22937	1.06702	1.98299
Gm4285	+	1.42696	1.06636	2.22585
F8a	+	2.24529	1.06548	3.2274
Zfp944	+	3.06824	1.06503	4.26273
Phlda3	+	1.73943	1.06468	2.60615
Gbp9	NA	0.797965	1.06412	1.43077
BC024978	NA	1.03932	1.0638	1.74413
1700109H08Rik	+	2.19488	1.06225	3.1622
2810454H06Rik	+	2.02217	1.06182	2.94955
Rac3	NA	0.656265	1.06049	1.23601
Fbxw10	NA	1.17207	1.05949	1.90936
Gm21975	+	2.08361	1.05892	3.02255
Manea	NA	0.404874	1.0567	0.857274
Zfp189	+	1.35765	1.05622	2.13679
Tbcel	+	2.17207	1.05493	3.12768
Tmc4	+	1.20613	1.05297	1.9494
Klc3	NA	1.00423	1.05172	1.69643
Grin3b	NA	0.633184	1.05129	1.20217
Pbxip1	+	4.04814	1.05113	5.47725
Gtpbp6	+	2.4394	1.05059	3.45282
Gm28048	+	1.82568	1.05033	2.70194
Hist3h2a	+	3.85529	1.05021	5.23337
Zfp959	+	1.50931	1.05018	2.31871
Hcfc1r1	+	2.21665	1.05002	3.17795
Eme2	NA	0.843999	1.0488	1.48891
Mtcp1	NA	0.731723	1.04851	1.33867
Gm44148	NA	0.856215	1.04771	1.50473
Mapk8ip3	+	3.08905	1.04701	4.25977
Malat1	+	1.4259	1.04688	2.21595
Pcmtd1	+	2.88158	1.04648	3.99832
Nat6	+	2.25012	1.0461	3.21531
Hexim1	+	2.17597	1.04474	3.12343
Isg15	NA	1.03894	1.04448	1.73837
Dcun1d4	NA	0.586178	1.04446	1.13393
Prdm2	+	3.04018	1.04291	4.19166
Ntn3	+	2.31048	1.04246	3.2857
Myl10	NA	0.553195	1.04144	1.08539
Ctnnal1	NA	0.516546	1.04106	1.03076
5031425E22Rik	+	1.58717	1.04098	2.40817
Icam2	+	2.91238	1.03988	4.02708
Cacna2d2	+	1.21063	1.03977	1.95035
Ercc5	+	2.89489	1.03853	4.00324
Morn5	NA	1.10181	1.03852	1.81537
Fam212b	NA	0.999396	1.03786	1.68666
Optn	+	2.86824	1.03744	3.96846
Gzmm	NA	0.575352	1.0366	1.11729
Slc2a9	+	1.20824	1.03603	1.9461
Arhgef4	+	2.4502100000000002	1.03559	3.4497
Tlr2	+	1.78023	1.03528	2.6372
Cry2	+	4.22992	1.03449	5.65352
Gm14698	NA	0.83638	1.03443	1.47599
Cbr2	NA	1.16181	1.03436	1.88839
Agrn	NA	0.651964	1.03413	1.22632
Hsf4	+	1.30153	1.03376	2.0592800000000002
Cpa3	+	2.43283	1.03327	3.42585
Ampd3	NA	0.907856	1.03313	1.56864
Hook3	+	3.71982	1.03245	5.02117
Mapkapk3	+	2.89866	1.03241	3.9988
Gm26532	NA	0.482639	1.03186	0.978352
Nmnat3	NA	0.724356	1.03179	1.32589
Zfp128	NA	0.556186	1.03178	1.08873
Ankrd9	NA	0.925801	1.031	1.59121
Ptpn6	+	4.23532	1.03029	5.6475
Tmc8	+	2.16108	1.03023	3.09232
Kmt2d	+	1.89833	1.03	2.7755
Prdm15	+	1.52467	1.02997	2.32717
Cyp11a1	+	2.88692	1.02979	3.98033
1700029J07Rik	+	1.51793	1.02927	2.31872
Lysmd4	NA	0.979376	1.02854	1.65887
Tprgl	+	2.54752	1.02842	3.56063
Zbtb11os1	NA	0.678811	1.02833	1.26287
A330084C13Rik	+	1.53773	1.02825	2.34197
Gm16845	+	2.25889	1.02781	3.20845
Plxna3	NA	1.00717	1.02781	1.69379
Bicd1	+	2.85504	1.02606	3.93542
Zcchc24	NA	1.16386	1.02574	1.88801
Tmem102	NA	1.16386	1.02574	1.88801
Ear6	NA	1.16386	1.02574	1.88801
Gadd45g	+	1.43329	1.02463	2.21471
Gss	+	3.26506	1.02359	4.43823
Itgam	NA	0.686171	1.02357	1.2723
Lrriq3	NA	0.751946	1.02311	1.36172
Wdr45	+	1.61133	1.02301	2.42731
Cd63	+	1.65394	1.02203	2.47768
Paqr7	+	3.18209	1.02112	4.33111
Zfyve1	+	2.46171	1.02094	3.44725
Atf7ip	+	3.87402	1.02051	5.1814
Taok2	+	2.24069	1.01943	3.17831
Dstyk	+	2.278	1.01744	3.22129
Tbc1d17	+	1.66766	1.01742	2.49132
Taok3	+	3.18131	1.01709	4.32289
Fbxw9	+	1.74079	1.01707	2.57825
Itgb7	+	1.80148	1.01684	2.65039
Madd	+	1.40839	1.01579	2.18069
Rasgrp2	+	4.00512	1.01476	5.32506
Arsk	+	1.24176	1.01322	1.97866
Neu1	+	2.86566	1.01197	3.92747
Parp4	+	2.39639	1.01101	3.35712
Xkr6	+	1.35547	1.01078	2.11491
Slc39a2	NA	0.489716	1.01077	0.987218
Vrk3	+	2.47175	1.01073	3.44765
Lexm	NA	0.661516	1.01044	1.23621
Gsn	+	1.55085	1.00943	2.34768
Csgalnact2	+	2.60588	1.00933	3.60804
Gm10269	NA	0.616244	1.00883	1.17251
Dync1li2	+	2.49988	1.0084	3.47883
Tti2	NA	1.15619	1.00799	1.87254
Cpeb3	+	2.0152	1.00777	2.89796
Myo6	+	2.27853	1.007	3.21138
B230303O12Rik	NA	0.448595	1.00685	0.92341
Mpst	+	2.00569	1.00676	2.88582
Ldhc	NA	1.15168	1.00662	1.86655
Gm11627	NA	1.15168	1.00662	1.86655
9430065F17Rik	NA	1.15168	1.00662	1.86655
Eng	NA	1.15168	1.00662	1.86655
Nin	+	1.99457	1.00657	2.87245
Pstpip2	NA	1.18392	1.0063	1.90579
Prg2	+	4.5317	1.00608	5.91819
Anapc16	+	3.04071	1.00597	4.13134
Zscan29	+	1.75694	1.00515	2.58964
Ptprcap	+	2.82572	1.00446	3.86766
Pcmtd2	+	2.20782	1.00402	3.12397
Rcor3	+	1.88768	1.00392	2.7436
Rdh13	+	1.79543	1.00306	2.63378
Alad	+	1.52711	1.00283	2.31593
Klhl18	+	1.97656	1.00211	2.84747
Ddx25	NA	1.04835	1.00202	1.73788
Pdcd1	NA	0.733	1.00191	1.33248
Cldn19	+	1.69416	1.00169	2.51311
Oscp1	+	1.59431	1.00146	2.39484
Tmem143	+	1.77367	0.999739	2.6058
Hipk1	+	2.08397	0.998672	2.97182
Mterf1a	NA	0.447423	0.997399	0.920777
Star	NA	0.874398	0.996632	1.51716
Slc35e4	+	3.91734	0.996592	5.17056
Dnajc27	+	2.36228	0.995509	3.29922
Dock2	+	3.74936	0.995298	4.96697
Muc1	NA	0.544256	0.993927	1.06693
Wdr81	+	2.30635	0.993159	3.23019
Cnksr3	NA	0.983379	0.993062	1.65438
Acot11	+	1.92597	0.992132	2.77979
Ppp1r13b	+	1.9398	0.991697	2.79572
Trmt13	+	2.05725	0.991406	2.93383
Sema3b	NA	0.874738	0.9911	1.5163
Rab3gap1	+	3.65326	0.990837	4.84126
Arap3	+	2.78011	0.99032	3.79185
Zmiz1	+	3.33243	0.990197	4.45526
Pkn1	+	3.81242	0.990095	5.02888
Tlr6	NA	0.517165	0.989883	1.02643
Trib1	NA	0.836852	0.98864	1.46691
Setd1b	+	2.36088	0.988423	3.28974
Gabbr1	+	2.53621	0.988089	3.49756
Snhg10	NA	0.78079	0.987244	1.39337
Ugcg	+	1.80892	0.986866	2.63831
Cyb561d1	+	1.72371	0.986705	2.53825
Zfp949	+	1.49759	0.986692	2.2724
Pnisr	+	3.05635	0.985958	4.11592
2810021J22Rik	NA	1.06235	0.985322	1.75002
Tmem51	+	2.12048	0.985198	3.00269
Rbm5	+	2.8847	0.984612	3.90831
Apbb2	NA	0.930612	0.984562	1.58579
Plxna1	NA	1.00206	0.984294	1.67519
Rtfdc1	+	2.34134	0.983627	3.26134
Vcan	NA	1.09672	0.983447	1.79155
Mlst8	+	2.35565	0.983275	3.27784
Cdk14	+	4.07013	0.983115	5.3122
Tmem260	+	1.62248	0.983113	2.41724
B430306N03Rik	+	1.39499	0.982758	2.14921
Zfp729a	+	1.53803	0.981068	2.31695
2310045n01rik-mef2b	NA	0.683223	0.97996	1.26128
Ing4	+	3.29129	0.978747	4.38299
Mpeg1	NA	0.700935	0.978718	1.28515
Acin1	+	2.73882	0.978663	3.72563
Mthfsl	NA	0.62777	0.978292	1.18444
Tha1	+	1.21995	0.977895	1.93866
Sec14l2	+	1.663	0.977885	2.46145
Pdrg1	+	2.15678	0.976862	3.03739
Cnga1	+	2.64184	0.975203	3.60593
Cylc1	NA	0.694785	0.975058	1.27619
Slc29a3	+	1.26797	0.974973	1.9949
Acss2	+	3.47864	0.973247	4.59338
Nudt21	+	1.38211	0.973171	2.12941
Iqsec1	+	2.38187	0.97076	3.29452
Ccdc88b	+	3.94945	0.970703	5.13707
Akr1b10	NA	1.0032	0.970595	1.67258
Stx11	+	2.56506	0.969809	3.50826
Amdhd1	NA	1.17451	0.969594	1.88091
Crlf2	+	2.9199	0.969458	3.92576
Nrde2	+	2.31532	0.96928	3.21499
Nfix	+	3.5492	0.969236	4.66725
4930570N18Rik	NA	0.659861	0.968618	1.22744
Utrn	+	2.64011	0.968074	3.59411
Epc2	+	2.66074	0.967873	3.61807
Ranbp10	+	1.5598	0.967683	2.33479
Fam65a	+	3.40326	0.967566	4.49215
Fhdc1	NA	0.913466	0.967009	1.5596
Zfp945	+	2.14326	0.966449	3.01152
Gm31749	NA	0.49878	0.965933	0.996396
Csgalnact1	+	2.05794	0.965912	2.9119
Pld3	+	2.36192	0.965398	3.26505
Mbnl2	+	1.95945	0.96499	2.79685
Tmem127	+	1.96568	0.964777	2.80389
Mss51	+	2.1131	0.96463	2.97473
Orai1	+	2.09223	0.964488	2.95038
Zfp963	NA	0.660875	0.9628	1.22789
Sytl1	+	2.45	0.962782	3.36469
Rc3h1	+	4.5952	0.962128	5.83205
Gm8251	+	1.31221	0.96205	2.04176
Nrp	+	1.74246	0.961571	2.543
Rrad	NA	0.810037	0.961309	1.42615
Zfp606	+	1.8535	0.961298	2.67122
Guca1b	NA	0.616308	0.960923	1.16585
Rabep2	+	3.16089	0.960555	4.19347
Gm27042	NA	0.673531	0.959532	1.24466
Cfap46	+	1.97409	0.959518	2.80915
Ttc39a	+	1.97409	0.959518	2.80915
Ptp4a3	+	2.03936	0.95904	2.88415
Npnt	NA	0.451835	0.959014	0.924224
Ano7	NA	0.537812	0.957704	1.05322
Zfp868	NA	0.521565	0.957486	1.02935
P2rx6	NA	1.03043	0.955903	1.70157
Tbc1d19	+	1.70703	0.954888	2.49743
Foxd2	+	1.89096	0.95486	2.70939
Dvl2	+	2.69758	0.953959	3.64128
Sdsl	+	2.12893	0.952241	2.98107
1700027J07Rik	NA	0.620511	0.952141	1.17041
E430024I08Rik	NA	0.508494	0.951733	1.00934
Zfp976	NA	0.835792	0.951337	1.45706
Slc6a20a	NA	0.629961	0.951287	1.18342
LOC100862446	NA	0.843312	0.950524	1.46649
Vps8	+	1.44737	0.95043	2.19433
